x,y,z,xdot,ydot,zdot,Period,JC,Stability
1.1203862382244063,0.0,1.4892603462944802e-8,0.0,0.17604041411386667,0.0,3.41553087965653,3.15211889446072,1212.2251427061901
1.1203518382173723,0.0,0.0021827171266750587,0.0,0.17614041411386666,0.0,3.4154567978692487,3.1520790671133474,1211.3927227288275
1.1203174337555968,0.0,0.0030866894186969826,0.0,0.17624041411386665,0.0,3.415382672803889,3.1520392289700716,1210.5604922264317
1.1202830250639253,0.0,0.0037802263853768474,0.0,0.17634041411386664,0.0,3.415308506479614,3.1519993803564135,1209.7284614721018
1.1202486121462887,0.0,0.004364817501430546,0.0,0.17644041411386663,0.0,3.415234298886902,3.1519595212833065,1208.8966309001935
1.1202141950059759,0.0,0.004879775672143032,0.0,0.17654041411386662,0.0,3.41516005001028,3.1519196517605903,1208.0650008700536
1.120179773647989,0.0,0.005345263827352219,0.0,0.1766404141138666,0.0,3.41508575985002,3.151879771800867,1207.2335718986842
1.1201453480750223,0.0,0.005773260302487734,0.0,0.1767404141138666,0.0,3.4150114283851614,3.1518398814130735,1206.4023443036572
1.1201109182912152,0.0,0.0061715699660017335,0.0,0.17684041411386658,0.0,3.4149370556080076,3.1517999806084323,1205.571318523908
1.1200764843003923,0.0,0.006545614356709056,0.0,0.17694041411386657,0.0,3.4148626415079506,3.1517600693976697,1204.7404949723864
1.1200420461063652,0.0,0.006899341045279249,0.0,0.17704041411386656,0.0,3.414788186074229,3.1517201477914893,1203.9098740588947
1.1200076037129418,0.0,0.00723573026438607,0.0,0.17714041411386655,0.0,3.4147136892960606,3.15168021580059,1203.0794561932146
1.1199731571239324,0.0,0.007557097462884784,0.0,0.17724041411386654,0.0,3.414639151162646,3.151640273435673,1202.24924178479
1.1199387063431512,0.0,0.007865284078175367,0.0,0.17734041411386653,0.0,3.414564571663173,3.1516003207074452,1201.4192312417522
1.1199042513744057,0.0,0.008161783207109924,0.0,0.17744041411386652,0.0,3.414489950786824,3.1515603576266042,1200.5894249724604
1.1198697922215113,0.0,0.008447825429753935,0.0,0.1775404141138665,0.0,3.414415288522759,3.151520384203858,1199.759823383937
1.1198353288882796,0.0,0.008724439220203151,0.0,0.1776404141138665,0.0,3.4143405848601325,3.151480400449911,1198.9304268839378
1.119800861378283,0.0,0.00899249458418239,0.0,0.17774041411386649,0.0,3.4142658397858665,3.151440406374935,1198.1012358196388
1.1197663896959027,0.0,0.009252735249503648,0.0,0.17784041411386647,0.0,3.4141910532942803,3.1514004019908857,1197.2722507343437
1.119731913844597,0.0,0.009505802969636316,0.0,0.17794041411386646,0.0,3.41411622537124,3.1513603873076868,1196.4434719472472
1.1196974338281962,0.0,0.009752256062346927,0.0,0.17804041411386645,0.0,3.414041356005947,3.151320362336077,1195.6148998662588
1.1196629496505235,0.0,0.009992583859294878,0.0,0.17814041411386644,0.0,3.4139664451875666,3.151280327086779,1194.7865348972934
1.1196284613154006,0.0,0.010227218082206103,0.0,0.17824041411386643,0.0,3.4138914929052078,3.1512402815705127,1193.9583774451478
1.1195939688266467,0.0,0.010456541915058407,0.0,0.17834041411386642,0.0,3.4138164991479685,3.151200225797994,1193.13042791332
1.1195594721880848,0.0,0.010680897317827193,0.0,0.1784404141138664,0.0,3.4137414639049077,3.1511601597799404,1192.3026867049414
1.1195249714035336,0.0,0.01090059098165645,0.0,0.1785404141138664,0.0,3.4136663871650796,3.1511200835270654,1191.4751542224706
1.1194904664768144,0.0,0.011115899221327764,0.0,0.17864041411386639,0.0,3.4135912689175183,3.151079997050085,1190.647830867416
1.1194559574117493,0.0,0.011327072028290449,0.0,0.17874041411386637,0.0,3.4135161091512423,3.1510399003597143,1189.820717040926
1.119421444212158,0.0,0.011534336453804825,0.0,0.17884041411386636,0.0,3.4134409078552594,3.1509997934666694,1188.9938131439535
1.1193869268818668,0.0,0.011737899452575437,0.0,0.17894041411386635,0.0,3.4133656650185618,3.1509596763816683,1188.1671195754016
1.1193524054246968,0.0,0.011937950288794597,0.0,0.17904041411386634,0.0,3.41329038063013,3.150919549115428,1187.3406367357436
1.1193178798444725,0.0,0.012134662583809658,0.0,0.17914041411386633,0.0,3.413215054678928,3.1508794116786665,1186.5143650235475
1.119283350145019,0.0,0.012328196068848964,0.0,0.17924041411386632,0.0,3.413139687153916,3.1508392640821037,1185.6883048363457
1.1192488163301613,0.0,0.01251869809299663,0.0,0.1793404141138663,0.0,3.4130642780440312,3.1507991063364584,1184.8624565727694
1.119214278403727,0.0,0.012706304926961594,0.0,0.1794404141138663,0.0,3.4129888273382023,3.1507589384524546,1184.036820629831
1.11917973636954,0.0,0.01289114289555824,0.0,0.1795404141138663,0.0,3.4129133350253507,3.15071876044081,1183.211397403947
1.1191451902314318,0.0,0.013073329365332655,0.0,0.17964041411386628,0.0,3.4128378010943767,3.1506785723122506,1182.3861872914538
1.1191106399932285,0.0,0.013252973609824654,0.0,0.17974041411386626,0.0,3.412762225534172,3.1506383740774986,1181.5611906878344
1.1190760856587587,0.0,0.013430177570017276,0.0,0.17984041411386625,0.0,3.4126866083336194,3.1505981657472777,1180.7364079882286
1.1190415272318546,0.0,0.013605036525391866,0.0,0.17994041411386624,0.0,3.412610949481583,3.1505579473323144,1179.9118395868277
1.1190069647163459,0.0,0.013777639688052658,0.0,0.18004041411386623,0.0,3.412535248966918,3.1505177188433344,1179.087485877741
1.1189723981160629,0.0,0.01394807073035962,0.0,0.18014041411386622,0.0,3.4124595067784687,3.150477480291065,1178.2633472543125
